Prediction_Id	status	act_status
1880	inactive	
1881	inactive	
1882	no data	
1883	no data	
1884	known_chembl	
1885	no data	
1886	no data	
1887	known	
1888	no data	
1889	no data	
1890	inactive	
1891	no data	
1892	confirmed	10uM
1893	inactive	
1894	no data	
1895	confirmed	1uM
1896	inactive	
1897	known	
1898	inactive	
1899	no data	
1900	known_chembl	
1901	known	
1902	confirmed	>10uM
1903	inactive	
1904	known	
1905	confirmed	>10uM
1906	no data	
1907	no data	
1908	no data	
1909	no data	
1910	confirmed	1uM
1911	no data	
1912	no data	
1913	no data	
1914	inactive	
1915	known_chembl	
1916	known	
1917	known	
1918	inactive	
1919	inactive	
1920	known	
1921	known	
1922	inactive	
1923	known_chembl	
1924	inactive	
1925	known	
1926	inactive	
1927	no data	
1928	no data	
1929	known_chembl	
1930	inactive	
1931	no data	
1932	inactive	
1933	inactive	
1934	confirmed	10uM
1935	inactive	
1936	known_chembl	
1937	inactive	
1938	no data	
1939	known	
1940	no data	
1941	confirmed	10uM
1942	confirmed	>10uM
1943	inactive	
1944	known	
1945	inactive	
1946	inactive	
1947	known	
1948	no data	
1949	inactive	
1950	inactive	
1951	confirmed	10uM
1952	known_chembl	
1953	inactive	
1954	known	
1955	known_chembl	
1956	inactive	
1957	no data	
1958	no data	
1959	known	
1960	no data	
1961	inactive	
1962	inactive	
1963	confirmed	10uM
1964	confirmed	10uM
1965	known_chembl	
1966	no data	
1967	inactive	
1968	no data	
1969	inactive	
1970	inactive	
1971	inactive	
1972	inactive	
1973	known	
1974	no data	
1975	inactive	
1976	known	
1977	inactive	
1978	known_chembl	
1979	inactive	
1980	inactive	
1981	confirmed	1uM
1982	no data	
1983	inactive	
1984	no data	
1985	no data	
1986	known	
1987	no data	
1988	no data	
1989	no data	
1990	inactive	
1991	no data	
1992	no data	
1993	known	
1994	known	
1995	inactive	
1996	inactive	
1997	no data	
1998	no data	
1999	confirmed	10uM
2000	known_chembl	
2001	no data	
2002	no data	
2003	known_chembl	
2004	inactive	
2005	no data	
2006	inactive	
2007	inactive	
2008	confirmed	10uM
2009	inactive	
2010	no data	
2011	no data	
2012	inactive	
2013	known	
2014	inactive	
2015	no data	
2016	known_chembl	
2017	no data	
2018	no data	
2019	inactive	
2020	confirmed	10uM
2021	no data	
2022	no data	
2023	no data	
2024	no data	
2025	inactive	
2026	no data	
2027	no data	
2028	inactive	
2029	no data	
2030	no data	
2031	known_chembl	
2032	known	
2033	confirmed	1uM
2034	inactive	
2035	known_chembl	
2036	known	
2037	no data	
2038	no data	
2039	known	
2040	inactive	
2041	inactive	
2042	inactive	
2043	confirmed	10uM
2044	known_chembl	
2045	no data	
2046	inactive	
2047	no data	
2048	inactive	
2049	confirmed	1uM
2050	inactive	
2051	known	
2052	known	
2053	inactive	
2054	confirmed	10uM
2055	known	
2056	known	
2057	inactive	
2058	no data	
2059	confirmed	1uM
2060	no data	
2061	known_chembl	
2062	known	
2063	no data	
2064	confirmed	1uM
2065	known_chembl	
2066	inactive	
2067	known	
2068	inactive	
2069	known	
2070	no data	
2071	inactive	
2072	inactive	
2073	inactive	
2074	inactive	
2075	no data	
2076	inactive	
2077	known	
2078	known	
2079	known_chembl	
2080	inactive	
2081	known	
2082	inactive	
2083	known_chembl	
2084	no data	
2085	known_chembl	
2086	inactive	
2087	inactive	
2088	inactive	
2089	inactive	
2090	no data	
2091	inactive	
2092	inactive	
2093	no data	
2094	no data	
2095	no data	
2096	inactive	
2097	no data	
2098	known_chembl	
2099	inactive	
2100	known_chembl	
2101	inactive	
2102	known	
2103	inactive	
2104	no data	
2105	no data	
2106	inactive	
2107	confirmed	>10uM
2108	inactive	
2109	inactive	
2110	no data	
2111	no data	
2112	no data	
2113	inactive	
2114	inactive	
2115	known	
2116	no data	
2117	known_chembl	
2118	inactive	
2119	inactive	
2120	known	
2121	no data	
2122	known	
2123	confirmed	>10uM
2124	no data	
2125	known	
2126	known_chembl	
2127	inactive	
2128	known	
2129	confirmed	10uM
2130	no data	
2131	inactive	
2132	known_chembl	
2133	inactive	
2134	inactive	
2135	inactive	
2136	no data	
2137	inactive	
2138	inactive	
2139	known	
2140	known	
2141	known	
2142	known	
2143	known	
2144	known	
2145	inactive	
2146	known	
2147	no data	
2148	no data	
2149	inactive	
2150	no data	
2151	known	
2152	inactive	
2153	no data	
2154	no data	
2155	inactive	
2156	known	
2157	inactive	
2158	confirmed	10uM
2159	inactive	
2160	inactive	
2161	confirmed	1uM
2162	inactive	
2163	no data	
2164	inactive	
2165	known	
2166	no data	
2167	no data	
2168	known	
2169	inactive	
2170	no data	
2171	no data	
2172	inactive	
2173	known	
2174	inactive	
2175	confirmed	10uM
2176	known	
2177	no data	
2178	known_chembl	
2179	inactive	
2180	inactive	
2181	known	
2182	known_chembl	
2183	known	
2184	inactive	
2185	no data	
2186	no data	
2187	confirmed	1uM
2188	inactive	
2189	no data	
2190	no data	
2191	no data	
2192	inactive	
2193	no data	
2194	no data	
2195	inactive	
2196	inactive	
2197	inactive	
2198	known	
2199	confirmed	10uM
2200	confirmed	10uM
2201	inactive	
2202	known_chembl	
2203	confirmed	1uM
2204	inactive	
2205	no data	
2206	no data	
2207	known	
2208	inactive	
2209	inactive	
2210	known	
2211	inactive	
2212	inactive	
2213	no data	
2214	no data	
2215	known	
2216	no data	
2217	no data	
2218	known	
2219	confirmed	>10uM
2220	inactive	
2221	no data	
2222	confirmed	1uM
2223	inactive	
2224	inactive	
2225	no data	
2226	known	
2227	inactive	
2228	inactive	
2229	no data	
2230	inactive	
2231	no data	
2232	inactive	
2233	no data	
2234	known	
2235	no data	
2236	inactive	
2237	confirmed	10uM
2238	inactive	
2239	no data	
2240	confirmed	>10uM
2241	no data	
2242	no data	
2243	no data	
2244	no data	
2245	inactive	
2246	confirmed	1uM
2247	known	
2248	no data	
2249	no data	
2250	no data	
2251	known_chembl	
2252	no data	
2253	inactive	
2254	no data	
2255	no data	
2256	inactive	
2257	known	
2258	inactive	
2259	inactive	
2260	inactive	
2261	no data	
2262	inactive	
2263	known	
2264	inactive	
2265	known_chembl	
2266	known	
2267	inactive	
2268	known	
2269	inactive	
2270	inactive	
2271	inactive	
2272	inactive	
2273	no data	
2274	no data	
2275	inactive	
2276	known	
2277	inactive	
2278	known	
2279	inactive	
2280	inactive	
2281	inactive	
2282	inactive	
2283	inactive	
2284	inactive	
2285	known	
2286	known	
2287	no data	
2288	confirmed	>10uM
2289	no data	
2290	known	
2291	no data	
2292	known	
2293	no data	
2294	known	
2295	inactive	
2296	known_chembl	
2297	confirmed	1uM
2298	confirmed	10uM
2299	inactive	
2300	known	
2301	known	
2302	inactive	
2303	known	
2304	inactive	
2305	inactive	
2306	known	
2307	inactive	
2308	no data	
2309	no data	
2310	no data	
2311	inactive	
2312	known_chembl	
2313	no data	
2314	inactive	
2315	known	
2316	known	
2317	known	
2318	known	
2319	confirmed	10uM
2320	known	
2321	inactive	
2322	inactive	
2323	inactive	
2324	inactive	
2325	inactive	
2326	inactive	
2327	inactive	
2328	inactive	
2329	inactive	
2330	inactive	
2331	inactive	
2332	inactive	
2333	known	
2334	inactive	
2335	known	
2336	inactive	
2337	inactive	
2338	inactive	
2339	inactive	
2340	inactive	
2341	inactive	
2342	inactive	
2343	inactive	
2344	inactive	
2345	inactive	
2346	inactive	
2347	inactive	
2348	inactive	
2349	inactive	
2350	inactive	
2351	inactive	
2352	inactive	
2353	no data	
2354	inactive	
2355	inactive	
2356	inactive	
2357	inactive	
2358	inactive	
2359	inactive	
2360	inactive	
2361	no data	
2362	inactive	
2363	inactive	
2364	inactive	
2365	inactive	
2366	inactive	
2367	inactive	
2368	known	
2369	inactive	
2370	no data	
2371	no data	
2372	inactive	
2373	inactive	
2374	inactive	
2375	no data	
2376	inactive	
2377	inactive	
2378	inactive	
2379	inactive	
2380	inactive	
2381	inactive	
2382	no data	
2383	known	
2384	inactive	
2385	no data	
2386	no data	
2387	known_chembl	
2388	known_chembl	
2389	inactive	
2390	inactive	
2391	inactive	
2392	inactive	
2393	known	
2394	known_chembl	
2395	known	
2396	inactive	
2397	known	
2398	no data	
2399	inactive	
2400	inactive	
2401	inactive	
2402	known	
2403	no data	
2404	known	
2405	inactive	
2406	inactive	
2407	inactive	
2408	inactive	
2409	confirmed	10uM
2410	confirmed	10uM
2411	no data	
2412	inactive	
2413	no data	
2414	inactive	
2415	no data	
2416	no data	
2417	no data	
2418	inactive	
2419	inactive	
2420	no data	
2421	known	
2422	confirmed	10uM
2423	known_chembl	
2424	confirmed	1uM
2425	inactive	
2426	inactive	
2427	known	
2428	confirmed	1uM
2429	inactive	
2430	known_chembl	
2431	confirmed	>10uM
2432	confirmed	10uM
2433	inactive	
2434	known	
2435	confirmed	1uM
2436	confirmed	1uM
2437	confirmed	10uM
2438	inactive	
2439	inactive	
2440	inactive	
2441	no data	
2442	inactive	
2443	no data	
2444	no data	
2445	no data	
2446	no data	
2447	no data	
2448	no data	
2449	no data	
2450	known	
2451	confirmed	1uM
2452	inactive	
2453	inactive	
2454	no data	
2455	known	
2456	inactive	
2457	inactive	
2458	inactive	
2459	no data	
2460	no data	
2461	inactive	
2462	known	
2463	known	
2464	inactive	
2465	inactive	
2466	inactive	
2467	inactive	
2468	inactive	
2469	inactive	
2470	inactive	
2471	known	
2472	confirmed	10uM
2473	no data	
2474	no data	
2475	inactive	
2476	no data	
2477	inactive	
2478	inactive	
2479	inactive	
2480	inactive	
2481	known	
2482	inactive	
2483	no data	
2484	inactive	
2485	inactive	
2486	inactive	
2487	inactive	
2488	inactive	
2489	inactive	
2490	inactive	
2491	inactive	
2492	inactive	
2493	no data	
2494	no data	
2495	inactive	
2496	no data	
2497	inactive	
2498	inactive	
2499	inactive	
2500	inactive	
2501	inactive	
2502	inactive	
2503	inactive	
2504	inactive	
2505	confirmed	10uM
2506	inactive	
2507	inactive	
2508	known_chembl	
2509	inactive	
2510	known	
2511	known_chembl	
2512	confirmed	1uM
2513	known	
2514	inactive	
2515	inactive	
2516	known	
2517	inactive	
2518	inactive	
2519	known	
2520	inactive	
2521	inactive	
2522	inactive	
2523	known_chembl	
2524	known_chembl	
2525	inactive	
2526	inactive	
2527	no data	
2528	no data	
2529	no data	
2530	inactive	
2531	inactive	
2532	inactive	
2533	known	
2534	inactive	
2535	no data	
2536	inactive	
2537	inactive	
2538	no data	
2539	no data	
2540	no data	
2541	known	
2542	known	
2543	inactive	
2544	confirmed	10uM
2545	no data	
2546	known	
2547	inactive	
2548	inactive	
2549	known	
2550	inactive	
2551	no data	
2552	no data	
2553	no data	
2554	inactive	
2555	inactive	
2556	known	
2557	no data	
2558	no data	
2559	known	
2560	inactive	
2561	no data	
2562	known	
2563	inactive	
2564	no data	
2565	no data	
2566	known	
2567	no data	
2568	inactive	
2569	no data	
2570	known	
2571	known	
2572	inactive	
2573	inactive	
2574	inactive	
2575	inactive	
2576	inactive	
2577	known	
2578	known	
2579	no data	
2580	inactive	
2581	inactive	
2582	known	
2583	inactive	
2584	inactive	
2585	inactive	
2586	no data	
2587	no data	
2588	inactive	
2589	no data	
2590	no data	
2591	inactive	
2592	known	
2593	confirmed	>10uM
2594	no data	
2595	inactive	
2596	no data	
2597	inactive	
2598	inactive	
2599	no data	
2600	known	
2601	inactive	
2602	no data	
2603	inactive	
2604	inactive	
2605	inactive	
2606	inactive	
2607	inactive	
2608	inactive	
2609	no data	
2610	inactive	
2611	known_chembl	
2612	no data	
2613	inactive	
2614	no data	
2615	no data	
2616	no data	
2617	inactive	
2618	inactive	
2619	known	
2620	inactive	
2621	inactive	
2622	known_chembl	
2623	no data	
2624	no data	
2625	no data	
2626	inactive	
2627	known	
2628	no data	
2629	no data	
2630	confirmed	>10uM
2631	known	
2632	no data	
2633	inactive	
2634	inactive	
2635	known	
2636	inactive	
2637	inactive	
2638	no data	
2639	inactive	
2640	no data	
2641	inactive	
2642	inactive	
2643	inactive	
2644	inactive	
2645	inactive	
2646	no data	
2647	inactive	
2648	no data	
2649	confirmed	10uM
2650	known	
2651	known_chembl	
2652	no data	
2653	known	
2654	inactive	
2655	no data	
2656	no data	
2657	inactive	
2658	inactive	
2659	no data	
2660	inactive	
2661	inactive	
2662	inactive	
2663	inactive	
2664	inactive	
2665	inactive	
2666	known	
2667	no data	
2668	known	
2669	inactive	
2670	inactive	
2671	inactive	
2672	no data	
2673	known_chembl	
2674	no data	
2675	known	
2676	inactive	
2677	inactive	
2678	no data	
2679	no data	
2680	inactive	
2681	inactive	
2682	confirmed	>10uM
2683	known	
2684	known	
2685	no data	
2686	inactive	
2687	inactive	
2688	inactive	
2689	inactive	
2690	no data	
2691	confirmed	10uM
2692	inactive	
2693	known	
2694	no data	
2695	inactive	
2696	inactive	
2697	no data	
2698	confirmed	10uM
2699	no data	
2700	inactive	
2701	no data	
2702	known	
2703	no data	
2704	no data	
2705	known	
2706	inactive	
2707	inactive	
2708	inactive	
2709	inactive	
2710	known	
2711	inactive	
2712	known_chembl	
2713	inactive	
2714	inactive	
2715	inactive	
2716	no data	
2717	inactive	
2718	known	
2719	no data	
2720	known	
2721	inactive	
2722	inactive	
2723	inactive	
2724	inactive	
2725	inactive	
2726	inactive	
2727	inactive	
2728	confirmed	1uM
2729	inactive	
2730	inactive	
2731	no data	
2732	no data	
2733	known	
2734	no data	
2735	no data	
2736	no data	
2737	known_chembl	
2738	inactive	
2739	known	
2740	no data	
2741	inactive	
2742	confirmed	>10uM
2743	no data	
2744	inactive	
2745	known_chembl	
2746	inactive	
2747	known_chembl	
2748	inactive	
2749	inactive	
2750	inactive	
2751	no data	
2752	inactive	
2753	inactive	
2754	inactive	
2755	confirmed	1uM
2756	inactive	
2757	no data	
2758	inactive	
2759	no data	
2760	inactive	
2761	inactive	
2762	inactive	
2763	known_chembl	
2764	inactive	
2765	inactive	
2766	no data	
2767	inactive	
2768	no data	
